ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,Wine,Fruit,Meat,Fish,Sweet,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Children,Total_Spending,Total_Purchases,Family_Size,Customer_Years,Cluster,Campaign_Acceptance,PC1,PC2
5680,1984,2n Cycle,Married,35684.0,1,0,2014-04-22,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,42,1,30,4,3,12,3,0,-1.8398917098868333,-0.9193053172218134
10313,1975,Graduation,Married,48178.0,1,1,2012-10-28,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,3,11,0,51,2,254,10,4,14,0,0,-1.1765204558703404,0.3741127874384523
2557,1970,Master,Single,29548.0,1,0,2013-08-29,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,3,11,0,56,1,29,4,2,13,3,1,-1.4564050107537423,-0.545294669458512
1245,1966,Graduation,Single,63810.0,0,1,2012-11-11,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,3,11,0,60,1,1371,19,2,14,1,1,1.6872753491930796,-0.11109730031067247
1519,1972,PhD,Single,38578.0,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,3,11,1,54,2,73,6,3,13,3,1,-1.458059997547527,-0.05321432684466938
10703,1975,Master,Single,46098.0,1,1,2012-08-18,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,3,11,0,51,2,120,7,3,14,3,0,-1.2199981492013037,-0.22499487051927314
1726,1970,Graduation,Single,22585.0,0,0,2013-03-18,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,3,11,1,56,0,81,4,1,13,3,1,-1.191453392128141,-1.1616122129221411
4459,1989,Graduation,Single,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,37,1,37,4,2,14,3,0,-1.6409126697876613,-1.8749773507144678
1729,1961,PhD,Together,66426.0,0,1,2013-10-02,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,3,11,0,65,1,1377,18,3,13,1,0,1.3685861927244434,0.8229495261266295
1517,1969,Graduation,Single,30822.0,1,0,2013-06-14,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,3,11,0,57,1,51,4,2,13,3,0,-1.3993410940579156,-0.47110950395544776
2098,1969,PhD,Married,33581.0,2,0,2013-01-08,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,57,2,17,3,4,13,0,0,-2.1617463063890416,0.69549111575752
9543,1985,Graduation,Married,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,41,1,22,3,3,13,3,0,-2.247308860272958,-1.0699205083490566
6878,1954,Graduation,Widow,27421.0,0,0,2012-12-12,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,3,11,0,72,0,324,11,1,14,3,0,-0.15557667458666813,0.013377299077673793
3310,1973,2n Cycle,Married,35688.0,2,1,2012-08-22,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,3,11,0,53,3,211,9,5,14,0,0,-1.8749088249324106,1.0310438569004066
2724,1981,Master,Single,36143.0,1,0,2014-03-30,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,3,11,0,45,1,19,3,2,12,3,0,-1.5307366547454029,-1.292167141301385
948,1971,Graduation,Single,10245.0,1,0,2013-05-15,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,3,11,0,55,1,41,5,2,13,3,0,-1.7636320200237978,-0.6998877430270982
6720,1968,Master,Together,43795.0,0,1,2013-10-16,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,3,11,1,58,1,492,14,3,13,0,1,-0.3019589044551866,0.2739395287818418
6202,1960,Graduation,Together,63381.0,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,66,1,1005,22,3,14,1,0,1.2726540741705867,0.9409157025264012
2066,1949,Graduation,Together,38823.0,0,1,2012-08-30,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,3,11,0,77,1,114,6,3,14,0,0,-1.1642296299241646,1.5572609492022533
9799,1968,PhD,Divorced,83664.0,1,1,2013-05-08,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,3,11,0,58,2,1173,16,3,13,1,0,1.2894124673438114,0.416320293482543
8318,1979,Graduation,Together,90300.0,0,0,2014-01-03,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,3,11,0,47,0,1738,19,2,12,2,1,2.420651353265605,-0.9304273209522845
5642,1979,Master,Together,62499.0,1,0,2013-12-09,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,3,11,0,47,1,222,10,3,13,3,0,-0.6109540568632119,-0.41523740600003883
2669,1993,Graduation,Single,74293.0,0,0,2014-05-04,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,3,11,0,33,0,1127,15,1,12,2,0,1.4195681750955467,-2.542258610611051
455,1946,PhD,Married,51012.0,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,3,11,0,80,0,209,9,2,13,1,0,-0.21521108883532508,1.2597139144444058
7683,1968,Master,Married,70777.0,0,1,2014-02-25,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,3,11,0,58,1,787,20,3,12,1,0,0.9734484512190037,0.41910475830887584
3428,1991,PhD,Together,68682.0,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0,35,0,1598,23,2,13,2,0,2.0333136760826833,-1.83184875078633
7414,1971,Graduation,Married,43824.0,1,1,2012-09-15,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,3,11,0,55,2,186,8,4,14,0,0,-1.4370771038230465,0.6253884607003883
6354,1984,Graduation,Together,15345.0,1,0,2012-08-31,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,3,11,1,42,1,47,4,3,14,3,1,-2.228635261373015,-1.0164493212091086
798,1987,Graduation,Single,23442.0,1,0,2012-12-24,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,39,1,27,4,2,14,3,0,-1.7647177976437392,-1.765997026803162
8213,1980,2n Cycle,Together,14515.0,1,0,2012-11-09,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,3,11,1,46,1,96,7,3,14,3,1,-1.9257455922283493,-0.7220499840437872
2488,1956,2n Cycle,Divorced,31395.0,1,1,2013-03-23,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,3,11,0,70,2,64,6,3,13,0,0,-1.4355497758022486,1.0358321618051543
9999,1965,Graduation,Together,75276.0,0,0,2012-09-27,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,3,11,0,61,0,1040,22,2,14,1,0,1.8424935716758444,0.0641411872327873
7617,1974,Graduation,Single,42373.0,1,1,2013-08-15,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,3,11,0,52,2,163,8,3,13,3,0,-1.1660491576440284,-0.1687978152219971
615,1960,Graduation,Together,30507.0,0,0,2013-03-11,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,3,11,0,66,0,343,10,2,13,3,0,-0.5722313289875207,0.17709243935263905
2552,1955,PhD,Single,55521.0,1,2,2013-10-22,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,3,11,1,71,3,446,15,4,13,0,1,-0.24853901007452753,1.8311497968492974
194,1965,Graduation,Married,48006.0,1,1,2014-06-09,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,61,2,41,4,4,12,0,0,-1.7318923778197837,1.049095225853704
3645,1972,PhD,Single,27213.0,1,0,2012-08-30,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,3,11,1,54,1,70,6,2,14,3,1,-1.3328035750185043,-0.6854000032741199
8890,1971,PhD,Divorced,65808.0,1,1,2014-05-30,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,3,11,0,55,2,272,11,3,12,0,0,-0.33424065003903586,0.16431448691631775
5049,1974,PhD,Together,30351.0,1,0,2013-06-06,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,3,11,0,52,1,46,5,3,13,3,0,-1.7456349352019287,-0.23715245174934763
9973,1963,Graduation,Married,50437.0,0,2,2012-10-17,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,3,11,0,63,2,490,16,4,14,0,0,-0.3185720857496773,1.2497228162454483
7301,1982,2n Cycle,Single,23616.0,1,0,2012-11-17,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,3,11,1,44,1,79,6,2,14,3,1,-1.5046329439752681,-1.404379167894467
10882,1976,Graduation,Married,53858.0,0,1,2012-11-09,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,3,11,0,50,1,915,13,3,14,0,0,0.13533843634407422,-0.28429512044775823
7030,1955,PhD,Married,66465.0,0,1,2013-03-30,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,3,11,0,71,1,1485,32,3,13,1,1,2.6079399414270186,1.3375382252062586
7422,1987,Graduation,Single,46923.0,1,0,2012-08-22,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,3,11,0,39,1,369,13,2,14,3,0,-0.2849811597595788,-1.6193267589398472
3523,1962,Graduation,Together,75072.0,0,1,2013-01-23,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,3,11,0,64,1,1073,17,3,13,1,0,1.165467312738784,0.8128322288556993
7106,1943,PhD,Married,75865.0,0,0,2014-03-31,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,3,11,0,83,0,1242,18,2,12,1,0,1.9787144330395119,1.5624912700049753
6504,1975,2n Cycle,Together,19789.0,1,0,2013-11-20,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,3,11,0,51,1,78,6,3,13,3,1,-1.8599394693011386,-0.3523961076842516
5067,1994,Graduation,Together,80134.0,0,0,2014-02-14,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,3,11,0,32,0,1378,20,2,12,2,1,1.7908195245661804,-1.9911399345984861
4216,1981,Graduation,Single,91065.0,0,0,2013-02-22,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,3,11,1,45,0,1474,25,1,13,2,1,2.9775086203801773,-1.578685346666979
8581,1971,Master,Married,49505.0,1,1,2013-03-05,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,3,11,0,55,2,751,20,4,13,0,0,0.12901361162780686,0.6908512795971309
5929,1973,PhD,Married,37401.0,1,0,2014-05-06,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,53,1,48,5,3,12,3,0,-1.5925385181136171,-0.1340463333999673
3129,1983,Graduation,Married,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,3,11,0,43,1,45,5,3,12,3,0,-1.8495359746768067,-0.8694088448683778
6528,1982,Master,Together,18492.0,1,0,2014-06-05,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,44,1,10,3,3,12,3,0,-2.255781996846182,-0.8655101947577825
1361,1974,Master,Married,82584.0,0,0,2013-06-04,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,3,11,1,52,0,1435,15,2,13,2,1,1.728538054365681,-0.6189161153540065
6932,1941,PhD,Married,93027.0,0,0,2013-04-13,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,3,11,0,85,0,2119,22,2,13,1,1,3.4784497696599397,1.7358486339969568
7284,1953,Graduation,Married,48686.0,1,2,2013-12-04,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,73,3,20,3,5,13,0,0,-2.038553245832736,2.467300889233374
1340,1986,Graduation,Married,92910.0,0,0,2014-04-24,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,3,11,0,40,0,1795,26,2,12,2,1,2.9859775989026915,-1.3624863413701294
8746,1989,Graduation,Married,75433.0,1,0,2014-04-05,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,3,11,0,37,1,1188,17,3,12,2,1,0.9879016933397918,-1.0890117494988962
5987,1989,2n Cycle,Together,10404.0,1,0,2014-05-04,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,3,11,0,37,1,43,5,3,12,3,0,-2.3086432260622365,-1.38260375366115
3767,1968,Graduation,Married,61314.0,0,1,2013-04-25,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,3,11,0,58,1,1008,22,3,13,1,0,1.1473485920763236,0.369913557228991
3725,1961,PhD,Single,84865.0,0,0,2013-05-09,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,3,11,1,65,0,1688,15,1,13,2,1,2.509178958400955,-0.2977714936880964
4324,1989,Graduation,Married,42387.0,1,0,2012-10-29,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,3,11,0,37,1,684,16,3,14,3,0,-0.2235683646897726,-1.2074939410885823
238,1967,2n Cycle,Together,67309.0,1,1,2013-01-23,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,3,11,0,59,2,1082,24,4,13,1,0,1.1463139905826156,1.0554661513467323
6694,1964,Graduation,Married,75236.0,0,1,2013-11-25,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,3,11,0,62,1,1068,24,3,13,1,0,1.6777809665978067,0.7253550531753863
498,1970,Graduation,Single,30015.0,1,0,2014-02-02,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,3,11,0,56,1,57,5,2,12,3,0,-1.3440936810077582,-0.5381925192357304
9347,1956,Master,Together,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,70,1,46,4,3,13,0,0,-1.216507348999892,1.1146108250762048
9699,1966,Graduation,Divorced,67272.0,0,1,2013-12-21,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,3,11,0,60,1,733,20,2,13,1,0,1.228617870022918,-0.031380538362439626
10664,1949,Master,Widow,51529.0,0,1,2013-09-07,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,3,11,0,77,1,467,15,2,13,1,0,0.46576264017708263,1.073289830074634
5455,1971,PhD,Married,32011.0,1,0,2013-08-22,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,3,11,0,55,1,122,7,3,13,3,0,-1.4549989305858402,-0.010909889628085439
456,1986,2n Cycle,Married,7500.0,1,0,2013-02-07,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,3,11,0,40,1,36,5,3,13,3,0,-2.340447731573965,-1.1852637834962843
5012,1989,Graduation,Married,28691.0,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,37,1,34,4,3,13,3,0,-2.029674213048836,-1.3031795894916145
7495,1948,PhD,Married,56223.0,0,1,2013-12-20,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,3,11,0,78,1,156,8,3,13,0,0,-0.6142380490124498,1.720258938328647
5029,1946,Graduation,Married,18100.0,0,0,2013-08-06,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,80,0,14,3,2,13,0,0,-1.5139705387307794,1.0778729006758692
10642,1989,Graduation,Single,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,37,1,37,4,2,14,3,0,-1.6409126697876613,-1.8749773507144678
2106,1974,2n Cycle,Married,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,52,0,34,4,2,12,3,0,-1.682633936256748,-0.8705338552497817
10364,1959,Graduation,Divorced,23295.0,0,0,2013-07-13,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,67,0,20,3,1,13,3,0,-1.1919527877569727,-0.3888795349588855
5954,1972,Master,Divorced,42618.0,1,0,2013-10-09,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,3,11,0,54,1,192,9,2,13,3,0,-0.6811464524861074,-0.6015752482519385
1137,1964,Graduation,Single,81246.0,0,0,2013-12-29,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,3,11,0,62,0,1379,16,1,13,2,1,2.188455121104251,-0.49065021142739584
2541,1976,Graduation,Married,24027.0,1,0,2013-06-09,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,50,1,48,5,3,13,3,0,-1.8913687262444823,-0.40732310567761737
1142,1953,PhD,Married,55707.0,0,1,2013-12-22,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,0,73,1,428,14,3,13,0,0,0.037678947171859066,1.3874920599646947
2276,1955,Graduation,Single,57959.0,0,1,2013-05-02,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,3,11,0,71,1,868,22,2,13,1,0,1.4437063928762779,0.6990910995481089
2807,1969,Graduation,Married,56796.0,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0,57,1,1001,24,3,13,1,0,1.1929262674516081,0.2938876283097033
6471,1971,Master,Single,36230.0,1,0,2013-10-17,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,55,1,59,6,2,13,3,0,-1.1528635020779774,-0.5719010284868025
6131,1980,2n Cycle,Married,70829.0,1,1,2013-12-01,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0,46,2,431,14,4,13,0,0,-0.3064315602972082,0.1439109158869496
6233,1976,Graduation,Married,65991.0,0,1,2012-09-07,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,50,1,971,24,3,14,2,0,1.2714165982178265,-0.1511243680209552
4148,1972,Graduation,Married,38988.0,1,2,2012-08-20,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,3,11,0,54,3,348,12,5,14,0,0,-1.439119084443006,1.1267503571425512
4947,1966,2n Cycle,Single,89572.0,0,0,2012-09-15,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,1,60,0,2059,23,1,14,2,1,3.511802734150368,-0.5999427633508486
3225,1984,Master,Married,42207.0,1,0,2013-04-01,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1,42,1,265,10,3,13,3,1,-1.028521706077247,-0.8650814717216296
7540,1952,Graduation,Married,50300.0,0,1,2014-05-25,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0,74,1,270,11,3,12,0,0,-0.43818223221903896,1.423976777708942
10648,1982,2n Cycle,Together,66664.0,0,0,2012-09-25,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0,44,0,1289,18,2,14,2,0,1.4159325104391411,-1.2198715065301555
1992,1964,Graduation,Married,60597.0,0,1,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1,62,1,893,12,3,12,1,1,0.30264526090774957,0.5834904760626834
7851,1949,Graduation,Widow,70165.0,0,0,2013-09-22,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0,77,0,926,21,1,13,1,0,2.084637561330221,0.5857907177080705
8594,1958,PhD,Widow,50520.0,0,1,2014-01-28,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,68,1,135,7,2,12,0,0,-0.5785834329314558,0.40764337866449857
7059,1963,Graduation,Married,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,63,0,1495,18,2,12,1,1,2.0855260313067316,0.15774157583501033
2815,1975,Graduation,Married,33183.0,1,0,2014-02-24,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0,51,1,120,7,3,12,3,0,-1.4770659668909376,-0.28573137494506234
2416,1969,PhD,Single,66582.0,0,0,2014-03-03,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,57,0,1288,19,1,12,2,0,1.9855511062032383,-0.8801507518017336
7999,1955,PhD,Together,75261.0,0,0,2013-04-23,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,3,11,1,71,0,1743,16,2,13,1,1,2.1575350901901644,0.6593615695838256
9213,1970,Graduation,Widow,31880.0,1,0,2012-10-31,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,56,1,15,3,2,14,3,0,-1.4997478850295172,-0.5404640719944942
9697,1951,Graduation,Married,53790.0,0,2,2014-03-06,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,75,2,542,17,4,12,0,0,0.004412342382352078,2.109814784442526
3916,1971,PhD,Together,49269.0,1,0,2012-08-15,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0,55,1,890,22,3,14,1,0,0.7632466605627157,0.11325692799571463
2021,1975,Graduation,Married,61456.0,0,1,2013-03-27,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,0,51,1,1388,29,3,13,2,0,1.9693736205477137,-0.10213799935137226
1581,1980,Graduation,Married,37406.0,1,0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1,46,1,17,3,3,13,3,1,-1.8509279880494383,-0.63692238517178
564,1981,PhD,Together,56937.0,1,0,2012-08-04,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1,45,1,906,23,3,14,2,1,0.898775166019839,-0.5459938507023679
6619,1978,Graduation,Married,38415.0,1,1,2013-01-02,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0,48,2,44,4,4,13,0,0,-2.0613369875959466,0.0920731580688592
9081,1988,Graduation,Single,20518.0,1,0,2014-05-18,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0,38,1,25,4,2,12,3,0,-1.8356878643032908,-1.8496994426933238
178,1956,Graduation,Married,62503.0,0,1,2013-02-18,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,3,11,0,70,1,973,22,3,13,1,0,1.2683811325670433,1.220107813337824
916,1972,PhD,Single,41644.0,1,1,2014-05-09,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0,54,2,31,4,3,12,3,0,-1.5898087854604783,-0.04983783145667571
5512,1977,Master,Married,55842.0,0,1,2014-05-23,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,3,11,0,49,1,518,16,3,12,0,0,0.01758030685160563,-0.28810267893922464
8970,1972,PhD,Married,62010.0,0,1,2012-10-23,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,0,54,1,530,15,3,14,0,0,0.12958577841405466,0.08311901393493974
10581,1977,Graduation,Married,41124.0,1,0,2012-10-31,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,3,11,0,49,1,506,14,3,14,3,0,-0.4397471191707439,-0.3709970375487888
5300,1973,Master,Married,38961.0,1,0,2013-12-30,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0,53,1,70,5,3,13,3,0,-1.5406572819353093,-0.1286434000037045
5154,1972,Master,Divorced,37760.0,1,0,2013-08-11,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,54,1,54,5,2,13,3,0,-1.214523861212227,-0.6417602389883802
8346,1974,Graduation,Single,32233.0,1,0,2012-08-19,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,52,1,296,10,2,14,3,1,-0.734632125598012,-0.7924412820304574
1676,1975,Graduation,Married,43057.0,0,1,2013-10-30,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,51,1,266,11,3,13,3,0,-0.8362725486802066,-0.22266026081558682
9286,1960,Master,Together,83151.0,0,0,2012-10-10,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,66,0,747,18,2,14,1,0,1.4701809953312646,0.44809473214806633
2426,1964,PhD,Divorced,78825.0,0,0,2012-09-14,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,62,0,895,28,1,14,1,1,2.600063156598768,-0.3711006095823186
5172,1976,Master,Together,65104.0,0,1,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0,50,1,1053,15,3,13,2,0,0.6428566144486373,-0.22880203934351967
5562,1974,Graduation,Married,60093.0,0,1,2013-06-26,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,52,1,735,19,3,13,2,0,0.5697958168907074,-0.0546999707395195
3436,1969,Graduation,Married,14045.0,1,0,2014-01-26,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,57,1,20,4,3,12,3,0,-2.1169444990501614,0.0317183241123324
3921,1952,2n Cycle,Widow,28457.0,0,0,2012-10-28,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,74,0,205,9,1,14,3,0,-0.3788862471832083,0.1542285485644763
3403,1958,PhD,Together,78952.0,0,1,2012-09-24,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0,68,1,2092,19,3,14,1,0,2.404019505428803,1.036768987359695
22,1976,Graduation,Divorced,46310.0,1,0,2012-12-03,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,50,1,309,12,2,14,3,0,-0.3108675104161356,-0.8529037517607697
10965,1955,Graduation,Together,76005.0,0,0,2013-02-22,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0,71,0,1722,21,2,13,1,1,2.534985283185236,0.7015392719834815
9426,1964,Master,Single,58308.0,0,1,2013-01-12,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0,62,1,900,11,2,13,1,0,0.5415190979249577,-0.01425818260763937
6605,1944,PhD,Divorced,55614.0,0,0,2013-11-27,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,82,0,682,19,1,13,1,1,1.4653486037054775,0.8747066177626762
3136,1962,Master,Divorced,59432.0,0,1,2013-04-13,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,64,1,663,19,2,13,1,0,0.9732850534083993,0.2110436407301046
8737,1978,Graduation,Divorced,55563.0,0,1,2014-04-05,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,48,1,43,5,2,12,3,0,-0.9358297934579008,-0.9778331765193613
11088,1971,PhD,Together,78642.0,0,1,2013-04-21,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,55,1,1816,17,3,13,2,0,1.8421364766073212,0.13317939977903043
